Title,Rating,Genre,Description,Casts,Country
Short End of the Stick (2016),Three Stars,"Drama , Comedy , Historical , HK | Episodes 35","The Imperial Qing Empire falls, officially ending the era of Emperors. Three palace eunuchs Lee Siu Kung, Dan Tin, and Chan Siu Fung are expelled and demoted to the peasantry. As they struggle to make a living for themselves beyond the palace borders, they come across the con artist Chui Tsun Sing, who disguises himself as a eunuch to gain their trust. A string of unfortunate events leads them captured and later sold as servants to the Kams’, a rich family led by a matriarch. The family’s leader Kam Heung owns a rice shop, and though she presents herself as a wealthy and powerful businesswoman, she struggles to find balance in her life due to the weight she has to carry on her shoulders. The Kam family’s eldest daughter Kam Dai Nam, who enjoys crossdressing, constantly stirs trouble for the family due to her exploits, creating more problems for Kam Heung to deal with. Kam Heung is pressured by the committee of their village to find a groom so the family name could be carried on. Kam Heung eventually finds her way to Siu Kung, and marries him. Meanwhile, the family’s arch nemesis Tsui Dai Fu has his maidservant Wong Lin befriend the Kams so she can spy on Kam Heung’s older brother Kam Cheong, Dai Fu’s love rival. At this time, Kam Heung pressures Siu Kung to sire a child with her, but Siu Kung could not fight up enough courage to tell her that he is castrated. The eunuchs do everything they can to fix the situation they’re in, but the more they try, the messier it gets.","{'', 'Yeung Harriet\nKam Tai Lik\nSupporting Role', 'Sum Jess\nSupporting Role', 'Wong Derek\nFu Suet\nSupporting Role', 'Wu Nancy\nKam Heung\nMain Role', 'Chan Toby\nKam Dai Tse\nSupporting Role', 'Suet Nei\nKam Suk\nSupporting Role', 'Cho Raymond\nDan Tin\nMain Role', 'Eunuch Chui\nSupporting Role', 'Chiang David\nKam Cheong\nSupporting Role', 'Law Hai\nSupporting Role', 'Wong Parkman\nDung Gut\nSupporting Role', 'Tang Gloria\nMong Liu\nSupporting Role', 'Siu Edwin\nChiu Jun Sing\nMain Role', 'Chiang Ram\nYip Ching Yee\nSupporting Role', 'Chen Yoyo\nWan Tai Tse\nSupporting Role', 'Lin Rosina\nKam Dai Nam\nMain Role', 'Chan Power\nChan Siu Fung\nMain Role', 'Lai Wayne\nLee Suk Gung\nMain Role', 'Kam Ho Yan\nSupporting Role', 'Tong Natalie\nWong Lin\nMain Role'}",HongKong
K9 Cop (2016),Four Stars,"Drama , Comedy , Drama , Family , Friendship , Romance , HK | Episodes 20","After losing both parents at a young age, Lai Yat Tsau becomes a parent figure for his three younger sisters. His mother’s death and his father’s fall to drug addiction turned Yat Tsau into a very quick-tempered and chauvinistic man. Originally assigned to the Kwun Tong Police Station, Yat Tsau’s superior transfers him to the K-9 unit to work with police dogs, hoping that the strict training would better shape his character. Yat Tsau is appointed to work with a K-9 called Brother, but Brother does not take a liking to him. During this process, Yat Tsau steps on the wrong end of veterinarian Ma Chi Ho, and the two strong personalities clash. But Chi Ho, who needs Yat Tsau’s help in mending her estranged relationship with younger brother Ma Chi Chung, volunteers to aide Yat Tsau in improving his relationship with Brother. Through Brother, Yat Tsau and Chi Ho develop an interesting partnership and chemistry. With Chi Ho’s help, Yat Tsau and Brother bond. Brother also helps Yat Tsau track down the drug dealer Lui Kam Dong. Just as he is closer to solving the case, Yat Tsau’s partner and close friend Fai Chung Lim breaks an unwritten rule in order to keep a secret, putting a dent on their brotherhood. This also gets Chung Lim’s girlfriend and Yat Tsau’s younger sister, Jil, into a near-fatal disaster. Kam Dong returns for revenge and uses his younger twin brother Kam Bo, who has been working as an informant for the cops, to concoct a trap. Yat Tsau, Chi Ho, and Brother team up to save their friends.","{'', 'Li Aurora\nChun Bo\nSupporting Role', 'Chu Tracy\nLai Suk Si / ""Jil""\nMain Role', 'Chiang Angel\nLai Suk Fan / ""Fanny""\nSupporting Role', 'Wong Bosco\nLai Yat Tsau\nMain Role', 'Wong Raymond\nFai Chung Lim\nMain Role', 'Chan Rebecca\nChung Wai Kin\nSupporting Role', 'Leung Oscar\nMa Chi Chung\nSupporting Role', 'Cheung Kayi\nLai Suk Chu\nSupporting Role', 'Chan Kerry\nJackie (Ep.1)\nGuest Role', 'Kai LuLu\nChung San Gwong\nSupporting Role', 'Lau Kong\nChung Ying May\nSupporting Role', 'Fong Cecilia\nSo Fu Gwai\nSupporting Role', 'Chung Linda\nMa Chi Ho\nMain Role', 'Au Jimmy\nYeung On\nSupporting Role', 'Supporting Role', 'Sum Jess\nHo Yuen Gwan\nSupporting Role', 'Koo Jerry\nLui Kam Dong | Lui Kam Bo\nSupporting Role', 'Luk Wing Keun\nLiu Lee Si\nSupporting Role'}",HongKong
Fashion War (2016),Three Stars,"Drama , Business , Comedy , Drama , Friendship , HK | Episodes 20","The fashion magazine under the leadership of fashion icon Yip Long is like the imperial palace with its constant infighting. Publisher Ci Wai Man appears to be fawning over editor-in-chief but is actually hiding a dagger beneath his smile. Ci Wai Man purposely appoints Gei Wan Wan to be the Marketing Director to balance against Yip Long' power at the magazine. Yip Long can handle the infighting with ease, but one time, he falters and is caught up in a lawsuit. The incident involves a rejected job applicant Cheung Yat Ning. Yip Long uses this opportunity to stir up the news story by hiring Cheung Yat Ning, a tailor from Sham Shui Po, as his assistant. It sets off upheaval at the magazine and causes the lazy fashion editor Fan Gwok Bong to change his attitude completely. Meanwhile, with her hard-working and sunny attitude, Cheung Yat Ning is able to break through many barriers and whole-heartedly works for her idol Yip Long. When the magazine falls dangerously close to shutting down, Cheung Yat Ning and Fan Gwok Nong join forces to create a miracle and help Yip Long win back all the applause. At this time, Yip Long decides to announce his successor and retire from the fashion industry.","{'', 'Ch\'ng Lisa\nSam Ka Yue / ""Phoebe""\nSupporting Role', 'Li Eric\nSzeto Geng Han\nSupporting Role', 'Law Him\nFan Gwok Bong / ""Francis""\nMain Role', 'Hui Whitney\nCheng Suet Yee\nSupporting Role', 'Sandy\nSupporting Role', 'Cheung Max\nTim Tse Wah\nSupporting Role', 'Lai Tse Cuen\nSupporting Role', 'Chak Tyson\nLeung Chau Yuet\nSupporting Role', 'Chan Gloria\nGloria\nSupporting Role', 'Cheng Hoffman\nCheung Tse Yeung / ""Chris""\nSupporting Role', 'Yuen Fung Fung\nSupporting Role', 'Lee Becky\nLam Nga Si / ""Ivy""\nSupporting Role', 'Choi Sisley\nCheung Yat Ning / ""Yannes""\nMain Role', 'Wan Alan\nSiu Dik Sun\nSupporting Role', 'Lui Koni\nHung Si Ting / ""Zita""\nSupporting Role', 'Shiu Veronica\nMok Lei Na / ""NaNa""\nSupporting Role', 'Chan Moses\nYip Long\nMain Role', 'Lee Ali\nGei Wan Wan / ""Vincy""\nMain Role', 'Chan Joel\nMa Sing Ho / ""Martin""\nSupporting Role'}",HongKong
Over Run Over (2016),Three Stars,"Drama , Crime , Detective , Fantasy , Mystery , Supernatural , Thriller , HK | Episodes 22","While on patrol duty, EU sergeant Ling San Fung and her team are called to assist a criminal chase. A gun battle erupts and San Fung loses her father, who dies from a stray bullet to the head. San Fung continues the pursuit, but a strange natural phenomena suddenly turn her away, taking her back to April 1st—three days prior to the incident. Realising that she has developed the power to time-travel, she uses her new ability to save her father's life. Unfortunately, her disruption to the timeline causes a chain reaction, with unsettling consequences. Village chief ""Ditch"", an informant for the ICAC, discovers San Fung's special ability and uses it to investigate corrupted cops, but harbours a secret that bears his true identity. Meanwhile, San Fung discovers that she is not the only person who has developed the ability to travel through time. She learns that her power to change the past does not make her able to control the future.","{'', 'Kuo Christine\nCheung Hau Yat / ""Joyce""\nSupporting Role', 'Lau Moon\nHo Siu Mei\nSupporting Role', 'Dai Sunny\nKuan Dong Ping\nSupporting Role', 'Chiu Raymond\nOu Yeung Yi\nSupporting Role', 'Wong Hugo\nCheng Leung Tin / ""Tim""\nSupporting Role', 'Zhu Rebecca\nFung Chi Ching\nSupporting Role', 'Yuen Benjamin\nSGT Kwok Sheung Ching\nMain Role', 'Lui Rosanne\nSiu Ching Yin\nSupporting Role', 'Wong Vincent\nKwan Ding Ming / ""Hugo""\nMain Role', 'Law Lok Lam\nLing Hoi\nSupporting Role', 'Sinn Pal\nPC Chan King Wai / Wai Ye\nSupporting Role', 'Poon Pat\nKwok Wai Ching\nSupporting Role', 'Chu Tracy\nWSGT Ling San Fung\nMain Role', 'Tam Zoie\nLee Chi Ting / ""Crystal""\nMain Role', 'Leung Lily\nSam Por\nSupporting Role', 'Hui Jack\nCheung Ho Yuen / Shek Si\nSupporting Role', 'Supporting Role', 'Cheng Leung Tin / ""Tim""\nSupporting Role'}",HongKong
The Last Healer in Forbidden City (2016),Three Stars,"Drama , Historical , Medical , HK | Episodes 20","During the late reign of the Qing dynasty skilled physician To Chung is named the new Imperial Palace Physician when he successfully heals Empress Dowager Chee Hei from her illness. To Chung eventually grows close to the Gwong-seoi Emperor who is under house arrest at the Forbidden City and stripped of his powers after angering Dowager Chee Hei due to losing the First Sino-Japanese War and rebelling against her authority. To Chung also heals Gwong-seoi Emperor from his illness and helps the young emperor with his relationship with Consort Tsan. However how great he is as a physician to the imperial family, To Chung cannot heal his crippled wife Hung Bak-hap. Desperate to heal his wife he seeks out the services of bone-setter Fuk Ling. Fuk Ling's treatments help Bak-hap relieve some of her pain. Impress by Fuk Ling, To Chung refers her to the Forbidden City where she becomes Empress Dowager Chee-hei personal bone-setter. To Chung and Fuk Ling's friendship eventually turns romantic but his loyalty to his wife Bak-hap prevents him from further pursuing his romance interest in Fuk Ling. Fuk Ling, however, has ulterior motives for getting close to the imperial family as she has been tasked to kill the Gwong-seoi Emperor.","{'Kwok Roger\nTo Chung\nMain Role', '', 'Law Helena\nEmpress Dowager Chee Hei\nSupporting Role', 'Fan Amy\nConsort Yu\nSupporting Role', 'Yeung Tavia\nFuk Ling\nMain Role', 'Jia JJ\nHung Bak Hap\nSupporting Role', 'Supporting Role', 'Lee Yee Man\nConsort Gan\nSupporting Role', 'Zhu Rebecca\nConsort Tsan\nSupporting Role', 'Lam Alex\nKot Gan\nSupporting Role', 'Cheung Regen\nYau Lan\nSupporting Role', 'Ngo Pierre\nEmperor Gwong Seoi\nSupporting Role', 'Lam Kirby\nPrincess Wo Gai\nSupporting Role', 'Cheung Jonathan\nZoi Fung ""Prince Chun""\nSupporting Role', 'Cheung Stanley\nYam Sek Gang\nSupporting Role'}",HongKong
Blue Veins (2016),Three Stars,"Drama , Action , Comedy , Drama , Martial Arts , Romance , Vampire , HK | Episodes 33","After getting struck by lightning during the The Great Vampire War, Ying Wuet Tseuk and his gang of thieves become The Undead, a race of immortal beings. For the next 500 years, Ying Wuet Tseuk kept his identity hidden and secludes himself in the city, spending sleepless nights managing a late-night food hall. Skilled in martial arts, Ying Wuet Tseuk also operates a martial arts training hall and accepts two disciples under his wing. Ying Wuet Tseuk is in love with forensic scientist Lam Mung Nam, a vampire who had her memories and powers completely sealed away. Unaware of her vampiric identity, her only remaining power is the ability to revive the dead for one minute. For years, Ying Wuet Tseuk stayed by her side silently, helping her piece memories back together one by one.","{'', 'Luk Wing Keun\nKwan Ting Si / C Kwan\nSupporting Role', 'Ho Nin\nSupporting Role', 'Chan Anjaylia\nHo Yuet\nSupporting Role', 'Wu Hubert\nPong Kit\nSupporting Role', 'Chan Jeannie\nYuen Bing\nGuest Role', 'Pong Kit\nSupporting Role', 'Kwan Eddie\nPong Ying Tin\nSupporting Role', 'Wong Chun\nKam Kin\nSupporting Role', 'Nguyen Chloe\nLee Sze Ya / ""Xenia""\nSupporting Role', 'Tse Kay\nLam Mung Nam\nMain Role', 'Chan Joel\nLing Fung\nSupporting Role', 'Ho Yuet\nSupporting Role', 'Lai Winki\nYau Ling Mui / ""Ghost""\nSupporting Role', 'Chan Grace\nLam Mung Yiu / ""YoYo"" | Sheung Koon Kam Ling\nMain Role', 'Wong You Nam\nHo Nin\nSupporting Role', 'Law Helena\nLam Wong Chi Hung\nSupporting Role', 'Cheng Kevin\nYing Wuet Tseuk\nMain Role', 'Lau Moon\nLau Ying Yi / ""Rosa""\nSupporting Role'}",HongKong
My Dangerous Mafia Retirement Plan (2016),Two & Half Stars,"Drama , Comedy , Drama , HK | Episodes 25","From their childhood to becoming the top two figures in the mafia, Ho Kei Song and Lau Cheuk Nam have stuck together through the thick and thin. When Lau Cheuk Nam was imprisoned for killing a cop, Ho Kei Song helped him look after his mistress, So Yau Lam. But Ho Kei Song and So Yau Lam secretly get married behind Lau Cheuk Nam's back. Soon after, Ho Kei Song retires from the mafia and opens a food business, living a plain life with his sister-in-law and daughter, Ho Foon Sam, from his previous marriage. Lau Cheuk Nam gets released early and turns to Ho Kei Song for support. Their brotherhood is tested, and it even fractures Ho Foon Sam's relationship with her boyfriend. As the family is falling apart, Lau Cheuk Nam persuades Ho Kei Song to make a comeback in the mafia. His ex-wife reappears again after having been missing for many years and reveals an unknown secret. Everyone becomes implicated in a nerve-wracking mafia fight.","{'', 'Cheng Kent\nHo Kei Song\nMain Role', 'Dai Sunny\nChau Keung\nSupporting Role', 'Fan Amy\nYip Fong Fei\nSupporting Role', 'Wai Willie\nHo Kei Song (young)\nGuest Role', 'Law Lok Lam\nLiu Kwok On\nSupporting Role', 'Chan Joel\nKo Kai\nSupporting Role', 'Tong Roxanne\nSo Yau Lam (young)\nGuest Role', 'Lai Winki\nSo Yau Miu (young)\nGuest Role', 'Sam Eliza\nHo Foon Sam / ""Joyce""\nMain Role', 'Wong Tommy\nLau Cheuk Nam\nMain Role', 'Yeung Matt\nLiu Sau Kei\nSupporting Role', 'Hui Jack\nDan Tat\nSupporting Role', 'Li Eric\nLau Cheuk Nam (young)\nGuest Role', 'Chan Alice\nSo Yau Lam\nMain Role', 'Yuen Kingdom\nSo Yau Miu\nSupporting Role', 'Cheng Hoffman\nTan Yat Hap\nSupporting Role', 'Ching Rainbow\nChi Wai Chong\nSupporting Role'}",HongKong
Presumed Accidents (2016),Three Stars,"Drama , Crime , Investigation , Supernatural , HK | Episodes 28","Kiu Man Kit is a knowledgeable gentleman living an affluent lifestyle who runs an online antique business. He has been living alone ever since the passing of his wife, Chong Wing Yi. The only person who knows about his past is his butler, Cheung Hak Loi. Until one day, Kiu Man Kit comes across an insurance investigator names Yan Yin at the hospital, sending ripple effects to his quiet life. When Yan Yin tries to find out the cause of her late parents' accidental death, she discovers her life is somehow tied to his. In order to get closer to Yan Yin, Kiu Man Kit joins her insurance company to help with her investigation and gets to know her suitor, Cheuk Sing Yeung. Gradually, Kiu Man Kit and Yan Yin realize that all the accidents are somehow seen as if they have been controlled by someone. Just as they are about to get to the truth, Kiu Man Kit meets Lin Yeuk Fei who bears a resemblance to his late wife. At the same time, it turns out Cheuk Sing Yeung and Lin Yeuk Fei's upbringings are also hidden with secrets.","{'', 'Wong Derek\nJohn (Ep.5-7)\nGuest Role', 'Wong Parkman\nTse Dong Lam / ""Francis"" (Ep.17-19)\nGuest Role', 'Ng Lawrence\nKiu Man Kit / ""George""\nMain Role', 'Cho Raymond\nLai Yat Ming\nMain Role', 'Li Selena\nChong WIng Yi | Hui Ding Sum / ""Bella"" | Ling Yeuk Fei ""Faye""\nMain Role', 'Hong Akina\nYiu WIng (Ep.10-13)\nGuest Role', 'Choi Sisley\nYan Yin / ""Eunice""\nMain Role', 'Lai Chris\nCheuk Sing Yeung / ""Mantus""\nMain Role', 'Chuk Samantha\nTong Suk Han\nSupporting Role', 'Lau Kong', 'Sum Jess\nLau Yuk Hing (Ep.8-10)\nGuest Role', 'Lee Yee Man\nKwan Wai Mei / ""May"" (Ep.1-2)\nGuest Role', 'Yiu Claire', 'Tang Joyce\nHui Kit Ying / ""Jessie""\nMain Role', 'Kan Rachel\nChan Ka Kei\nSupporting Role', 'Chan Joel', 'Leung Davily\nLam Ho Man / ""Michelle"" (Ep.2-3)\nGuest Role', 'Au Jimmy\nChow Bak Him / ""Eric"" (Ep.24-26)\nGuest Role', 'Ma Mark\nSuen Man Bun / ""Ben"" (Ep.3-5)\nGuest Role', 'Chow Chung\nCheung Hak Loi / ""Brian""\nMain Role', 'Lau Virginia\nWong Yuen Yuen (Ep.1-2)\nGuest Role'}",HongKong
House of Spirits (2016),Three Stars,"Drama , Comedy , Family , Supernatural , HK | Episodes 31","When Bou Foon's father died from a broken heart waiting for his grown children to come home for dinner, Foon promised to fulfill his father's last wish of mending his bickering family together. Bou's father had requested in his will that all of them must live together at his rundown home for nine months before they can sell it. At first none of Foon's siblings, Bou Yan, Anthony Bou, and Bou Yee agreed to move in together until they found out how much their deceased father's apartment unit is worth. Bou Foon, the oldest of the Bou siblings, was not respected by his younger siblings as he had walked out on the family when he was young. He had decided to seek his freedom and do his own thing instead of helping his family out. After the death of his father, he finally understood his father's words - ""A bunch of chopsticks is stronger then one chopstick"". On the first day of moving to his father's apartment, Foon mysteriously met an elderly couple Bak Wah and his wife Yi Lan, watching television on his couch when he opened a dusty antique umbrella. The couple claimed to live next door to him. Foon started to notice something strange about the couple when he and his young niece seemed to be the only people that can see the couple and the neighbors told him the apartment unit next to his had been vacant for many years. Foon realized that the Baks were ghosts when he saw Bak Wah jumping off the building to retrieve his antique watch and reappearing behind Foon without a scratch. Foon met with a certified electrician Chu Chan-chan when she approachee him in the middle of night after learning his building had a scare because of a fire caused by electrical problems. Foon warded Chan-chan off after thinking her estimated price for the repair work was too expense, but she got hired later by Yan who was also a former classmate of Chan-chan.","{'', 'Chan Wing Chun\nUncle Ken\nSupporting Role', 'Au Yeung Bobby\nPo Foon\nMain Role', 'Lee Yee Man\nKam Siu Mo Ching [Young]\nGuest Role', 'Chan Alycia\nSam Tai / ""Abby""\nSupporting Role', 'Lo Angelina\nSik Giu\nGuest Role', 'Nguyen Chloe\nBak Wai\nSupporting Role', 'Lam Wingto\nCathy\nGuest Role', 'Chow Chung\nChow Chung\nGuest Role', 'Wu Nancy\nChu Chan Chan\nMain Role', 'Yu Henry\nProfessor Tin\nGuest Role', 'Ma Celine\nSuet\nGuest Role', 'Tang Joyce\nPo Yan\nMain Role', 'Chan Jeannie\nJeannie\nGuest Role', 'Wu Bowie\nBak Wah\nSupporting Role', 'Lau Kitty\nGranny Yeung\nSupporting Role', 'Law Helena\nYi Lan\nSupporting Role', 'Suet Nei\nKam Siu Mo Ching\nGuest Role', 'Tsui Wing\nMui Chiu\nSupporting Role'}",HongKong
Between Love & Desire (2016),Three Stars,"Drama , Drama , Law , Romance , HK | Episodes 20","After reaching a point of no return in his life, Ngo Pak Yin grows power-hungry. Through his aggression and strict grasp of the law, Pak Yin paves his way to becoming one of Hong Kong’s top solicitors. But power often leads to blindness. Pak Yin becomes ruthless and inconsiderate of others, leading to his wife Rebecca Tsang Bo Lam, who had quietly supported him through the years, to grow more distant. She realizes that they no longer share the same values, and is heartbroken. During this time, she grows closer to Patrick Lui Wing Hang, who opens up a window into her inner world. Patrick is also a solicitor, but he is neither as famous nor as abled as her husband. Despite these setbacks, Rebecca falls in love with Patrick, who seems to be the only person who can fulfill her troubled heart. She makes the executive decision to leave her husband, but is suddenly attacked by a mysterious man. She suspects that Pak Yin had hired someone to attack her. Pak Yin’s life is at an impasse once again. Finally realizing his wrongdoings, Pak Yin decides to change for the better. But this time, he’s changing while carrying a heart of gold.","{'', 'Lam Mandy\nChow Yin Yuan / ""Carmen""\nSupporting Role', 'Chan Gloria\nChili\nSupporting Role', 'Chan Wing Chun\nYip Siu Hong\nSupporting Role', 'Law Joey\nMak Dik Man / ""Damon""\nSupporting Role', 'Chu Brian\nNgo Bak Wang / ""Fred""\nSupporting Role', 'Wu Momo\nEdith\nSupporting Role', 'Tong Roxanne\nWong Hiu Yan / ""Haley""\nSupporting Role', 'Lau Kitty\nNgo Guen\nSupporting Role', 'Tang English\nNg Fong Wing / ""Peter""\nSupporting Role', 'Chan Skye\nWong Hiu Ting\nSupporting Role', 'Chan Moses\nNgo Pak Yin / ""Hugo""\nMain Role', 'Shiu Maggie\nTsang Bo Lam / ""Rebecca""\nMain Role', 'Yee Tony\nHo Yung Leung\nSupporting Role', 'Wong Ben\nLui Wing Hang / ""Patrick""\nMain Role', 'Kan Rachel\nCheng Yuen Ping / ""Rowena""\nSupporting Role'}",HongKong
Daddy Dearest (2016),Two & Half Stars,"Drama , Family , HK | Episodes 20","The family drama centers its story on two young dads who reenter their children’s’ lives and learn how to be better fathers. Business-minded Kuk Chi Keung gets the challenge of a lifetime when his ex-wife remarries and finds himself a single dad when his young son, Kuk Siu Nam moves back in to live with him. He is at a total loss when it comes to being a father to his son but gets help from Chu Lai Fa who operates an education center and he slowly learns what it takes to be a good father. Famous architect Sheung Nim Syu is a workaholic who leaves child-rearing responsibilities to his wife Ho Lok Chi and his father, Sheung San. When his wife and father enter disagreements on parenting, Nim Syu has no choice but to switch roles with his wife, and learn to be a stay-at-home dad to take care of his daughter and son. Together, the two struggling fathers learn how to become better parents while also supporting each other.","{'Chiu Candice\nHo Lok Ti\nSupporting Role', '', 'Chan Kerry\nLinda (Ep.5)\nGuest Role', 'Burrell Brian\nPacino\nSupporting Role', 'Cheung Aaryn\nSupporting Role', 'Poon Pat\nSeung Sun\nSupporting Role', 'Cheung Carat\nKa Ka\nSupporting Role', 'Supporting Role', 'Koo Jerry\nSek Dong\nSupporting Role', 'So Ceci\nSupporting Role', 'Suen Snow\nBella Fung Yuet-na\nSupporting Role', 'Lee Johnson\nKu Tse Keung\nMain Role', 'Chan Jason\nSeung Nim Shu\nMain Role', 'Wong Mandy\nChu Lei Fa\nMain Role', 'Lam King\nSupporting Role', 'Chan Alice\nChu Lei San\nSupporting Role'}",HongKong
A Fist Within Four Walls (2016),Three Stars,"Drama , Martial Arts , HK | Episodes 28","Bearing the grief of losing his family, Chor Au-kuen returns to the Kowloon Walled City in hopes of finding his long lost sister, only to find that the very place he grew up in has become a lawless no man’s land. Concealing his real identity as a Bajiquan master, Au-kuen creates a new identity and gets acquainted with the feisty and sassy Tiu Lan, the lady boss of a hair salon; Duen Ying-fung, a dentist; and But Tak-liu, a water worker. Au-kuen also impresses the highly skilled martial artist Yuk Bo-fung, who owns a store across the street from Tiu Lan’s hair salon. To restore law and order in the walled city, Au-kuen unites everyone to form a welfare association to resist the triads. However, this decision causes a clash between him and Bo-fung’s son Lung Shing-fu, who is an underground Muay Thai fighter. Just as things are finally getting on course, a key figure in a powerful triad mysteriously dies under the hands of a Bajiquan master. Au-kuen and Tiu Lan investigate, and their investigation leads them to Fa Man, the leader of a stripping dance troupe. But one discovery leads to another, and Au-kuen finds himself uncovering the truth behind his father’s death. The burden behind his family’s mystery may have been lifted, but not all is well. Au-kuen still carries one more painful memory that he’s unable to let go—that the one he trusts the most is actually a member of a gang of ruthless assassins.","{'', 'Au Jimmy\nYeung Chuk Luen\nSupporting Role', 'Lau Moon\nOr Tak Lei\nSupporting Role', 'Ng Philip\nLung Shing Fu\nMain Role', 'Lam Alex\nBut Tak Liu\nSupporting Role', 'Yuen Benjamin\nDuen Ying Fung\nMain Role', 'Tam Zoie\nLau Tai\nSupporting Role', 'Cheung Carat\nWu Nei\nSupporting Role', 'Tong Natalie\nChoi Shuk Kuen\nGuest Role', 'Ng Carlo\nFung Chun Mei\nSupporting Role', 'Wu Nancy\nTiu Lan\nMain Role', 'Lam Bella\nLee Wai Yam\nSupporting Role', 'Chan Ruco\nChor Au Kuen\nMain Role', 'Nguyen Chloe\nLai Chau\nSupporting Role', 'Kwan Kimmy\nNg Yi Lai\nGuest Role', 'Wong Grace\nFa Man\nMain Role', 'Yuen Qiu\nYuk Bo Fung\nMain Role'}",HongKong
Brother's Keeper 2 (2016),Two & Half Stars,"Drama , Comedy , Drama , HK | Episodes 39","After many hardships, Law Wai Shun and Yiu Man Ying successfully establish the ""Lo Shun Kei"" brand in Hong Kong and Macau. However, this draws dissatisfaction from junket turned real estate developer, who uses underhand tactics to suppress them. Law Wai Shun is betrayed by his trusted aide Chui Chi Lik. Feeling that the world is too chaotic, he travels to Japan to find a peaceful space. There, he falls in love with a mysterious girl Ko Yi Na and gets embroiled in a twenty-year old murder case! Meanwhile, Yiu Man Ying's husband, Lung Fei, suffers a brain injury from a plane accident and sees her as a stranger... In addition, Kiu Tin Sang has returned to look for his old love, Cheuk Jing. Faced with these sudden attacks to their family, love life and business, how will they handle it?","{'', 'Tin Kristal\nYiu Man Ying\nMain Role', 'Leung Jade\nShum Mei Wa\nSupporting Role', 'Lee Becky\nChief Inspector Mandy Yeung\nSupporting Role', 'Ng Hugo\nKo Tin Tsau\nSupporting Role', 'Siu Edwin\nLaw Wai Shun\nMain Role', 'Yiu Kitterick\nWong Ming Tak\nSupporting Role', 'Choi Miguel\nChin\nSupporting Role', 'Lau Kong\nLo Fu Shing\nSupporting Role', 'Chung Linda\nCheuk Jing / ""Rachel""\nSupporting Role', 'Lee Ali\nChung Wing\nSupporting Role', 'Ko Sin Pak / ""Pi""\nSupporting Role', 'Wong Chun\nYiu Han | Yiu Ho Nam\nSupporting Role', 'Chan Grace\nKo Yee Na / ""Nana""\nMain Role', 'Wong Parkman\nChung Kwok Po\nSupporting Role', 'Lo Angelina\nYuen Shuk Ngo\nSupporting Role', 'Yuen Louis\nLung Fei\nMain Role', 'Yeung Matt\nChui Chi Lik / ""Luck""\nSupporting Role', 'Supporting Role', 'Ma Man Tai\nSupporting Role', 'Ho Anthony\nYiu Ho Nam\nSupporting Role', 'Chan Ruco\nKiu Tin Sang / ""Sam""\nSupporting Role'}",HongKong
Inspector Gourmet (2016),Three Stars,"Drama , Comedy , Food , Investigation , HK | Episodes 20","Internet celebrity chef Yeung Dak Gei is fired after accidentally exposing his boss in a scandal. He turns to his step-sister to work as a private investigator. But she has a condition - he must first persuade ""Golden Tongue"" Mak Sai to join the private investigation firm. Yeung Dak Gei is forced to continuously cook tasty foods for this mysteriously person. Later, he finds out that Mak Sai was actually known as ""Inspector Gourmet"" back in the day. After several challenges, he finally agrees to join the firm. In the process, they meet a reporter who once had amnesia Tong Ka Ka and a car racer Shum Oi Gui. Both have different strengths and join the firm as well. The four of them form an odd detective team, yet they solve many cases. Yeung Dak Gei sees Tong Ka Ka as his goddess. To cater to her tastes, he frequently visits her favorite dessert store, where he meets pastry chef Chow Ching and her cowardly boyfriend Cheung Kwok Wai and opens up a series of unusual cases...","{'', 'Lee Yee Man\nLinda (Ep.10-12)', 'Yeow Eileen\nMa Tai (Ep.1)\nGuest Role', 'Ma Kenneth\nYeung Dak Gei / ""Bill Kei""\nMain Role', 'Wong Ivana\nBonnie\nSupporting Role', 'Guest Role', 'Yu Henry\nMa Fu Cheung (Ep.1)\nGuest Role', 'Choi Miguel\nHung Siu (Ep.3-5)', 'Wan Nicole\nKan Wai San / ""Yumi"" (Ep.17-20)\nGuest Role', 'Kong Elvina\nChu Sau Na\nSupporting Role', 'Yiu Kitterick\nSzeto Ting Hoi (Ep.1-2)\nGuest Role', 'Yuen Louis\nMak Sai\nMain Role', 'Yuen Hero\nKwan Chui (Ep.3-5)', 'Sam Eliza\nTong Ka Ka\nMain Role', 'Wong Priscilla\nSam Oi Kiu\nMain Role', 'Li Eric\nLo Tai Wai\nSupporting Role', 'Ip Adam\nMo (Ep.13-17)\nGuest Role', 'Wu Bowie\nMak Tong\nSupporting Role', 'Yeung Bobo\nWinnie\nSupporting Role', 'Ip Tracy\nKo Man (Ep.17-20)\nGuest Role'}",HongKong
